recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,7,Turmeric powder,80.0,g,SHAN TURMERIC POWDER  10/1KG,GR000043,0.8,g,preferred_phrase
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,8,Red chili powder,120.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,1.2,g,preferred_phrase
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,9,Coriander powder,200.0,g,SHAN CORIANDER POWDER  10/1KG,GR000553,2,g,preferred_phrase
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,10,Cumin powder,120.0,g,SHAN CUMIN POWDER 10/1KG,GR000583,1.2,g,preferred_phrase
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,11,Garam masala,100.0,g,SHAN KORMA MASALA 10/1KG,GR001943,1,g,preferred_phrase
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,12,Salt,300.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,3,g,preferred_phrase
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,13,Bay leaves,20.0,g,TFG NIAZ BAY LEAVES 1/1KG,147040,0.2,g,preferred_phrase
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,14,Cinnamon sticks,30.0,g,NIAZ CINNAMON STICK 1/1KG,GR003481,0.3,g,preferred_phrase
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,15,Cardamom,20.0,g,NIAZ CARDAMON 1/1KG,GR003571,0.2,g,preferred_phrase
Chicken Palak KBR-384 ONEGO V3,RCP-035-CHICKENPAL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Palak Recipe.100 PAX - Copy.docx,16,Cloves,15.0,g,NIAZ CLOVE WHOLE 1/1KG,GR003482,0.15,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,1,Boneless chicken,18.0,kg,TFG AMERICANA LOCAL CHICKEN BREAST1/10KG,180259,0.18,kg,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,2,Lemon juice,500.0,ml,TFG MOONATY LEMON JUICE 12/1LTR,429366,5,ml,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,3,Kashmiri chili powder,100.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,1,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,4,Salt,150.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,1.5,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,5,Hung curd / Thick Greek yogurt,4.0,kg,ALMARAI LABNEH FF 1/2.75KG,DR000284,0.04,kg,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,6,Ginger-garlic paste,600.0,g,GARLIC  (CHINA),PR000018,6,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,7,Mustard oil,400.0,ml,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,4,ml,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,8,Kashmiri chili powder,300.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,3,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,9,Garam masala,150.0,g,SHAN KORMA MASALA 10/1KG,GR001943,1.5,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,10,Cumin powder,100.0,g,SHAN CUMIN POWDER 10/1KG,GR000583,1,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,11,Coriander powder,100.0,g,SHAN CORIANDER POWDER  10/1KG,GR000553,1,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,12,Turmeric powder,50.0,g,SHAN TURMERIC POWDER  10/1KG,GR000043,0.5,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,13,Chaat masala,100.0,g,MAA CHAAT MASALA TUB 6/750G,GR003698,1,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,14,Kasuri methi,50.0,g,A-MEHRAN KAUSRI METHILEAVES 12/50G,276502,0.5,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,15,Salt,100.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,1,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,16,Melted butter,1.0,kg,AL MARAI BUTTER UNSALT 4/100/10G,DR000039,0.01,kg,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,17,Chaat masala,50.0,g,MAA CHAAT MASALA TUB 6/750G,GR003698,0.5,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,18,Fresh coriander,300.0,g,CORIANDER LEAVES (BDL),PR000062,3,g,preferred_phrase
Chicken Tandori KBR-384 ONEGO V3,RCP-036-CHICKENTAN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tandori Recipe 100 pax.docx,19,Lemon wedges,50.0,pieces,LEMON (AFRICAN/TURKEY),PR000090,0.5,pieces,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,1,Whole chicken,25.0,pieces,ADDOHA FRESH CHICKEN WHOLE IN BAG 1/900G,357255,0.25,pieces,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,2,Lemon juice,600.0,ml,TFG MOONATY LEMON JUICE 12/1LTR,429366,6,ml,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,3,Salt,250.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,2.5,g,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,4,Red chili powder,200.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,2,g,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,5,Yogurt,8.0,kg,ALMARAI LABNEH FF 1/2.75KG,DR000284,0.08,kg,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,6,Ginger-garlic paste,1.5,kg,GARLIC  (CHINA),PR000018,0.015,kg,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,7,Red chili powder,300.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,3,g,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,8,Turmeric powder,100.0,g,SHAN TURMERIC POWDER  10/1KG,GR000043,1,g,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,9,Coriander powder,250.0,g,SHAN CORIANDER POWDER  10/1KG,GR000553,2.5,g,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,10,Garam masala,200.0,g,SHAN KORMA MASALA 10/1KG,GR001943,2,g,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,11,Cumin powder,150.0,g,SHAN CUMIN POWDER 10/1KG,GR000583,1.5,g,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,12,Kashmiri chili powder,200.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,2,g,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,13,Mustard oil or vegetable oil,2.0,l,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,221871,0.02,l,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,14,Lemon juice,1.0,l,TFG MOONATY LEMON JUICE 12/1LTR,429366,0.01,l,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,15,Salt,300.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,3,g,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,16,Fresh coriander,1.0,kg,CORIANDER LEAVES (BDL),PR000062,0.01,kg,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,17,Lemon wedges,100.0,pieces,LEMON (AFRICAN/TURKEY),PR000090,1,pieces,preferred_phrase
Chicken Tikka KBR-384 ONEGO V3,RCP-037-CHICKENTIK-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Chicken Tikka Recipe.100 pax.docx,18,Onion rings,5.0,kg,DRY ONION (LOCAL),PR000020,0.05,kg,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,1,"Boneless, skinless chicken breasts",15.0,kg,TANMIAH FRESH CHICKEN 1/900G,205101,0.15,kg,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,2,Fine sea salt,60.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,0.6,g,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,3,Garlic paste,200.0,g,GARLIC  (CHINA),PR000018,2,g,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,4,Black pepper,20.0,g,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.2,g,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,5,Buttermilk,2.0,l,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.02,l,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,6,All-purpose flour,1.4,kg,A-FOOM WHITE FLOUR 1/45KG,188559,0.014,kg,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,7,Cornstarch,400.0,g,A-AL AMC CORN STARCH 1/25KG,139554,4,g,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,8,Eggs,30.0,pieces,SAEDCO FRESH EGGS MEDIUM 12/30 CT,142110,0.3,pieces,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,9,Milk,1.0,l,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.01,l,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,10,Panko breadcrumbs,2.0,kg,FONTE BREAD CRUMBS 1/500G,272674,0.02,kg,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,11,Salt,60.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,0.6,g,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,12,Garlic powder,50.0,g,EASTERN GARLIC POWDER 24/200G,401030,0.5,g,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,13,Onion powder,50.0,g,DRY ONION (LOCAL),PR000020,0.5,g,preferred_phrase
Crispy Chicken Strips KBR-384 ONEGO V3,RCP-038-CRISPYCHIC-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,14,Smoked paprika,35.0,g,A-AL MANAKEL PAPRIKA SWEET JAR  6/1KG,404682,0.35,g,preferred_phrase
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,1,Cooked fava beans,12.0,kg,A-TFGA LUNA FOUL MEDAMAS 24/400G,191262,0.12,kg,preferred_phrase
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,2,Olive oil,1.5,l,TAFGA OLIVE OIL 12/500ML,185208,0.015,l,preferred_phrase
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,3,Garlic,300.0,g,GARLIC  (CHINA),PR000018,3,g,preferred_phrase
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,4,Lemon juice,1.5,l,TFG MOONATY LEMON JUICE 12/1LTR,429366,0.015,l,preferred_phrase
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,5,Tahini,1.0,kg,TAFGA LIQ TAHINA 12/1KG,204980,0.01,kg,preferred_phrase
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,6,Salt,200.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,2,g,preferred_phrase
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,7,Ground cumin,150.0,g,SHAN CUMIN POWDER 10/1KG,GR000583,1.5,g,preferred_phrase
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,8,Fresh parsley,1.0,kg,Fresh parsley,RCPMIS-CLEAN-009-FRESHPAR,0.01,kg,unmatched
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,9,Green chili,200.0,g,GREEN CHILLI (INDIAN),PR000016,2,g,preferred_phrase
Arabic Foul Medames KBR-384 ONEGO V3,RCP-039-ARABICFOUL-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,10,Water,2.0,l,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.02,l,preferred_phrase
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,1,Chickpeas,7.5,kg,AMAL CHICK PEAS # 07 1/15KG,GR003046,0.075,kg,preferred_phrase
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,2,Onion,5.0,kg,DRY ONION (LOCAL),PR000020,0.05,kg,preferred_phrase
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,3,Tomatoes,5.0,kg,TOMATO (ADY),PR000005,0.05,kg,preferred_phrase
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,4,Garlic,200.0,g,GARLIC  (CHINA),PR000018,2,g,preferred_phrase
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,5,Ginger,200.0,g,GINGER (CHINA),PR000019,2,g,preferred_phrase
Chickpeas Masala KBR-384 ONEGO V3,RCP-040-CHICKPEASM-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,6,Green Chili,100.0,g,GREEN CHILLI (INDIAN),PR000016,1,g,preferred_phrase
