recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,7,Fresh green chilies,150.0,g,GREEN CHILLI (INDIAN),PR000016,1.5,g,preferred_phrase
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,8,Fresh mint leaves,200.0,g,MINT (BDL),PR000060,2,g,preferred_phrase
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,9,Fresh coriander/cilantro,400.0,g,CORIANDER LEAVES (BDL),PR000062,4,g,preferred_phrase
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,10,Commercial Chaat Masala powder,200.0,g,MAA CHAAT MASALA TUB 6/750G,GR003698,2,g,preferred_phrase
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,11,Roasted cumin seeds,100.0,g,SHAN CUMIN WHOLE  10/1KG,GR000554,1,g,preferred_phrase
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,12,Black salt,40.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,0.4,g,preferred_phrase
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,13,Kashmiri red chili powder,50.0,g,SHAN RED CHILLI POWDER 10/1KG,GR000042,0.5,g,preferred_phrase
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,14,Fresh lemon juice,750.0,ml,TFG MOONATY LEMON JUICE 12/1LTR,429366,7.5,ml,preferred_phrase
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,15,Tamarind chutney,1.5,l,Tamarind chutney,RCPMIS-CLEAN-032-TAMARIND,0.015,l,unmatched
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,16,Mint-Coriander chutney,1.0,l,CORIANDER LEAVES (BDL),PR000062,0.01,l,preferred_phrase
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,17,Fine Sev,600.0,g,Fine Sev,RCPMIS-CLEAN-033-FINESEV,6,g,unmatched
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,18,Papdi,1.0,kg,Papdi,RCPMIS-CLEAN-034-PAPDI,0.01,kg,unmatched
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,1,Fresh mint leaves,2.5,kg,MINT (BDL),PR000060,0.025,kg,preferred_phrase
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,2,Fresh coriander leaves,1.5,kg,CORIANDER LEAVES (BDL),PR000062,0.015,kg,preferred_phrase
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,3,Green chillies,400.0,g,GREEN CHILLI (INDIAN),PR000016,4,g,preferred_phrase
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,4,Plain yogurt,2.0,kg,ALMARAI LABNEH FF 1/2.75KG,DR000284,0.02,kg,preferred_phrase
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,5,Lemon juice,300.0,ml,TFG MOONATY LEMON JUICE 12/1LTR,429366,3,ml,preferred_phrase
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,6,Garlic,200.0,g,GARLIC  (CHINA),PR000018,2,g,preferred_phrase
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,7,Ginger,200.0,g,GINGER (CHINA),PR000019,2,g,preferred_phrase
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,8,Salt,120.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,1.2,g,preferred_phrase
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,9,Roasted cumin powder,80.0,g,SHAN CUMIN POWDER 10/1KG,GR000583,0.8,g,preferred_phrase
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,10,Water,500.0,ml,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,5,ml,preferred_phrase
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,1,Iceberg Lettuce,6.0,kg,LETTUCE (LOCAL),PR000045,0.06,kg,preferred_phrase
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,2,Romaine Lettuce,3.0,kg,LETTUCE (LOCAL),PR000045,0.03,kg,preferred_phrase
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,3,Tomato,2.5,kg,TOMATO (ADY),PR000005,0.025,kg,preferred_phrase
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,4,Cucumber,2.5,kg,CUCUMBER (ADY),PR000010,0.025,kg,preferred_phrase
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,5,Carrot,1.0,kg,CARROT (AUSTALIA/CHINA),PR000026,0.01,kg,preferred_phrase
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,6,Olive Oil,1.5,l,TAFGA OLIVE OIL 12/500ML,185208,0.015,l,preferred_phrase
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,7,Lemon Juice / Vinegar,750.0,ml,TFG MOONATY LEMON JUICE 12/1LTR,429366,7.5,ml,preferred_phrase
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,8,Salt,120.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,1.2,g,preferred_phrase
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,9,Black Pepper,40.0,g,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.4,g,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,1,Dried chickpeas,3.5,kg,AMAL CHICK PEAS # 07 1/15KG,GR003046,0.035,kg,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,2,Baking soda,60.0,ml,Baking soda,RCPMIS-CLEAN-031-BAKINGSO,0.6,ml,unmatched
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,3,Tahini,1.8,kg,TAFGA LIQ TAHINA 12/1KG,204980,0.018,kg,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,4,Fresh lemon juice,1.2,l,TFG MOONATY LEMON JUICE 12/1LTR,429366,0.012,l,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,5,Garlic cloves,250.0,g,GARLIC  (CHINA),PR000018,2.5,g,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,6,Ice-cold water,1.0,l,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.01,l,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,7,Fine sea salt,120.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,1.2,g,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,8,Ground cumin,45.0,ml,SHAN CUMIN POWDER 10/1KG,GR000583,0.45,ml,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,9,Extra virgin olive oil,750.0,ml,TAFGA OLIVE OIL 12/500ML,185208,7.5,ml,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,10,Whole cooked chickpeas,500.0,g,AMAL CHICK PEAS # 07 1/15KG,GR003046,5,g,preferred_phrase
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,11,Paprika or Sumac,50.0,g,A-ALMANAKIL SUMAC NO.1 1/KG,190082,0.5,g,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,1,Plain whole-milk yogurt,5.5,kg,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.055,kg,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,2,Chilled water or Milk,500.0,ml,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,5,ml,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,3,Cucumbers,1.0,kg,Cucumbers,RCPMIS-CLEAN-035-CUCUMBER,0.01,kg,unmatched
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,4,Red onions,400.0,g,DRY ONION (LOCAL),PR000020,4,g,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,5,Fresh coriander/cilantro leaves,150.0,g,CORIANDER LEAVES (BDL),PR000062,1.5,g,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,6,Fresh mint leaves,100.0,g,MINT (BDL),PR000060,1,g,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,7,Roasted cumin powder,50.0,g,SHAN CUMIN POWDER 10/1KG,GR000583,0.5,g,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,8,Black salt,30.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,0.3,g,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,9,White granulated sugar,25.0,g,AL OSRA SUGAR FINE 10/2KG,176065,0.25,g,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,10,Fine sea salt,20.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,0.2,g,preferred_phrase
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,11,Chaats masala,20.0,g,MAA CHAAT MASALA TUB 6/750G,GR003698,0.2,g,preferred_phrase
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,1,Cucumber,10.0,kg,CUCUMBER (ADY),PR000010,0.1,kg,preferred_phrase
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,2,Yogurt,5.0,kg,ALMARAI LABNEH FF 1/2.75KG,DR000284,0.05,kg,preferred_phrase
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,3,Fresh mint,250.0,g,MINT (BDL),PR000060,2.5,g,preferred_phrase
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,4,Garlic,100.0,g,GARLIC  (CHINA),PR000018,1,g,preferred_phrase
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,5,Lemon juice,200.0,ml,TFG MOONATY LEMON JUICE 12/1LTR,429366,2,ml,preferred_phrase
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,6,Salt,50.0,g,TAFGA REHAN SALT IODIZED 24/700G,166780,0.5,g,preferred_phrase
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,7,Black pepper,20.0,g,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.2,g,preferred_phrase
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,8,Olive oil,200.0,ml,TAFGA OLIVE OIL 12/500ML,185208,2,ml,preferred_phrase
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,1,Full cream milk,12.0,l,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.12,l,preferred_phrase
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,2,Sugar,2.5,kg,AL OSRA SUGAR FINE 10/2KG,176065,0.025,kg,preferred_phrase
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,3,Mixed fruit cocktail,4.0,kg,A-TFG FRESHLY FRUIT C/TAIL 6/2.5KG,139845,0.04,kg,preferred_phrase
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,4,Fresh cream,2.0,l,TAFGA MARAI COOKING CREAM 12/1LTR,342384,0.02,l,preferred_phrase
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,5,Condensed milk,2.0,kg,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.02,kg,preferred_phrase
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,6,Khoya,1.5,kg,Khoya,RCPMIS-CLEAN-030-KHOYA,0.015,kg,unmatched
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,7,Vermicelli,1.0,kg,TAFGA GOODY VERMICELLI CUT 24/500G,275514,0.01,kg,preferred_phrase
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,8,Cornflour,300.0,g,Cornflour,RCPMIS-CLEAN-036-CORNFLOU,3,g,unmatched
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,9,Water,500.0,ml,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,5,ml,preferred_phrase
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,10,Rose syrup,500.0,ml,Rose syrup,RCPMIS-CLEAN-037-ROSESYRU,5,ml,unmatched
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,11,Jelly,2.0,kg,A-TAFGA REHAN JELLY S/BERRY 4/3KG,145008,0.02,kg,preferred_phrase
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,12,Almonds,300.0,g,Almonds,RCPMIS-CLEAN-029-ALMONDS,3,g,unmatched
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,13,Pistachios,300.0,g,Pistachios,RCPMIS-CLEAN-038-PISTACHI,3,g,unmatched
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,14,Chia seeds / Tukmaria,200.0,g,Chia seeds / Tukmaria,RCPMIS-CLEAN-039-CHIASEED,2,g,unmatched
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,15,Cardamom powder,20.0,g,NIAZ CARDAMON 1/1KG,GR003571,0.2,g,preferred_phrase
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,1,Full-fat milk,13.0,l,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.13,l,preferred_phrase
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,2,Sugar,2.5,kg,AL OSRA SUGAR FINE 10/2KG,176065,0.025,kg,preferred_phrase
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,3,Cornstarch,1.2,kg,A-AL AMC CORN STARCH 1/25KG,139554,0.012,kg,preferred_phrase
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,4,Rose water,150.0,ml,A-TFG MAMIA ROSE WATER 12/430ML,266115,1.5,ml,preferred_phrase
Mahalabia KBR-384 ONEGO V3,RCP-086-MAHALABIA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,5,Orange blossom water,100.0,ml,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,1,ml,preferred_phrase
