recipe_name,source_file,source_ingredient,quantity,unit,match_status,matched_ingredient,action_required
Zarda Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,Green cardamom,50.0,g,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
Zarda Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,Cloves,20.0,g,item_code,NIAZ CLOVE WHOLE 1/1KG,Review fuzzy name match
Zarda Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,Cinnamon sticks,30.0,g,item_code,NIAZ CINNAMON STICK 1/1KG,Review fuzzy name match
Zarda Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,Raisins,500.0,g,item_code,A-5 DIAMOND RAISIN 1/10KG,Review fuzzy name match
Zarda Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,Almonds,700.0,g,item_code,A- SPIXA ALMONDS 1/1KG,Review fuzzy name match
Zarda Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,Cashew nuts,700.0,g,item_code,A- SPIXA CASHEW NUTS 1/1KG,Review fuzzy name match
Zarda Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,Khoya,1.0,kg,unmatched,,Confirm ingredient master item_code/id before production costing
Zarda Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,Rose water / Kewra water,50.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Dried white chickpeas,4.5,kg,item_code,A-TOMEX GREEN PEAS 4/2.5KG,Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Baking soda,45.0,ml,contains,A-TAFGA ORIENT GARDEN BAKING SODA 12/12Z,Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Potatoes,3.0,kg,item_code,POTATO (LOCAL),Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Salt,80.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Red onions,1.5,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Firm red tomatoes,2.0,kg,item_code,TOMATO (ADY),Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Fresh green chilies,150.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Fresh mint leaves,200.0,g,item_code,MINT (BDL),Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Fresh coriander/cilantro,400.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Commercial Chaat Masala powder,200.0,g,item_code,MAA CHAAT MASALA TUB 6/750G,Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Roasted cumin seeds,100.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Black salt,40.0,g,item_code,TAFGA REHAN SALT IODIZED 24/700G,Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Kashmiri red chili powder,50.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Fresh lemon juice,750.0,ml,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Tamarind chutney,1.5,l,unmatched,,Confirm ingredient master item_code/id before production costing
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Mint-Coriander chutney,1.0,l,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Fine Sev,600.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
Chana Chat KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,Papdi,1.0,kg,unmatched,,Confirm ingredient master item_code/id before production costing
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Fresh mint leaves,2.5,kg,item_code,MINT (BDL),Review fuzzy name match
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Fresh coriander leaves,1.5,kg,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Green chillies,400.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Plain yogurt,2.0,kg,item_code,ALMARAI LABNEH FF 1/2.75KG,Review fuzzy name match
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Lemon juice,300.0,ml,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Garlic,200.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Ginger,200.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Salt,120.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Roasted cumin powder,80.0,g,item_code,SHAN CUMIN POWDER 10/1KG,Review fuzzy name match
Green Chutney KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,Water,500.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Green Salad Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,Iceberg Lettuce,6.0,kg,item_code,LETTUCE (LOCAL),Review fuzzy name match
Green Salad Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,Romaine Lettuce,3.0,kg,item_code,LETTUCE (LOCAL),Review fuzzy name match
Green Salad Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,Tomato,2.5,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Green Salad Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,Cucumber,2.5,kg,item_code,CUCUMBER (ADY),Review fuzzy name match
Green Salad Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,Carrot,1.0,kg,item_code,CARROT (AUSTALIA/CHINA),Review fuzzy name match
Green Salad Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,Olive Oil,1.5,l,item_code,TAFGA OLIVE OIL 12/500ML,Review fuzzy name match
Green Salad Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,Lemon Juice / Vinegar,750.0,ml,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Green Salad Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,Salt,120.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Green Salad Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,Black Pepper,40.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Dried chickpeas,3.5,kg,item_code,A-TOMEX GREEN PEAS 4/2.5KG,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Baking soda,60.0,ml,contains,A-TAFGA ORIENT GARDEN BAKING SODA 12/12Z,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Tahini,1.8,kg,item_code,TAFGA LIQ TAHINA 12/1KG,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Fresh lemon juice,1.2,l,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Garlic cloves,250.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Ice-cold water,1.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Fine sea salt,120.0,g,item_code,TAFGA REHAN SALT IODIZED 24/700G,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Ground cumin,45.0,ml,item_code,SHAN CUMIN POWDER 10/1KG,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Extra virgin olive oil,750.0,ml,item_code,TAFGA OLIVE OIL 12/500ML,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Whole cooked chickpeas,500.0,g,item_code,A-TOMEX GREEN PEAS 4/2.5KG,Review fuzzy name match
Hummus for KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,Paprika or Sumac,50.0,g,item_code,A-ALMANAKIL SUMAC NO.1 1/KG,Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Plain whole-milk yogurt,5.5,kg,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Chilled water or Milk,500.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Cucumbers,1.0,kg,item_code,CUCUMBER (ADY),Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Red onions,400.0,g,item_code,DRY ONION (LOCAL),Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Fresh coriander/cilantro leaves,150.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Fresh mint leaves,100.0,g,item_code,MINT (BDL),Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Roasted cumin powder,50.0,g,item_code,SHAN CUMIN POWDER 10/1KG,Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Black salt,30.0,g,item_code,TAFGA REHAN SALT IODIZED 24/700G,Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,White granulated sugar,25.0,g,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Fine sea salt,20.0,g,item_code,TAFGA REHAN SALT IODIZED 24/700G,Review fuzzy name match
Raita KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,Chaats masala,20.0,g,item_code,MAA CHAAT MASALA TUB 6/750G,Review fuzzy name match
Yogurt Cucumber Salad KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,Cucumber,10.0,kg,item_code,CUCUMBER (ADY),Review fuzzy name match
Yogurt Cucumber Salad KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,Yogurt,5.0,kg,item_code,ALMARAI LABNEH FF 1/2.75KG,Review fuzzy name match
Yogurt Cucumber Salad KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,Fresh mint,250.0,g,item_code,MINT (BDL),Review fuzzy name match
Yogurt Cucumber Salad KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,Garlic,100.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Yogurt Cucumber Salad KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,Lemon juice,200.0,ml,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Yogurt Cucumber Salad KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,Salt,50.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Yogurt Cucumber Salad KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,Black pepper,20.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Yogurt Cucumber Salad KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,Olive oil,200.0,ml,item_code,TAFGA OLIVE OIL 12/500ML,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Full cream milk,12.0,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Sugar,2.5,kg,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Mixed fruit cocktail,4.0,kg,item_code,A-TFG FRESHLY FRUIT C/TAIL 6/2.5KG,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Fresh cream,2.0,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Condensed milk,2.0,kg,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Khoya,1.5,kg,unmatched,,Confirm ingredient master item_code/id before production costing
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Vermicelli,1.0,kg,item_code,TAFGA GOODY VERMICELLI CUT 24/500G,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Cornflour,300.0,g,item_code,A-FOOM WHITE FLOUR 1/45KG,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Water,500.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Rose syrup,500.0,ml,unmatched,,Confirm ingredient master item_code/id before production costing
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Jelly,2.0,kg,item_code,A-TAFGA REHAN JELLY S/BERRY 4/3KG,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Almonds,300.0,g,item_code,A- SPIXA ALMONDS 1/1KG,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Pistachios,300.0,g,item_code,A- SPIXA PISTACHIO CLEAN 1/1KG,Review fuzzy name match
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Chia seeds / Tukmaria,200.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
Lab. a shreen KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,Cardamom powder,20.0,g,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
Mahalabia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,Full-fat milk,13.0,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Mahalabia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,Sugar,2.5,kg,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Mahalabia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,Cornstarch,1.2,kg,contains,A-AL AMC CORN STARCH 1/25KG,Review fuzzy name match
Mahalabia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,Rose water,150.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Mahalabia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,Orange blossom water,100.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Mahalabia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,Fresh cream,1.0,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Mahalabia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,Crushed pistachios,500.0,g,item_code,A- SPIXA PISTACHIO CLEAN 1/1KG,Review fuzzy name match
Mahalabia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Mahalabia Recipe.100 pax.docx,Desiccated coconut,300.0,g,item_code,A-ADELCO COCONUT POWDR 1/7KG,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Ready-made plain croissants or baked puff pastry sheets,3.5,kg,item_code,A-TAFGA SB PUFF PASTRY SQUARE 18/400G,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Desiccated shredded coconut,700.0,g,item_code,A-ADELCO COCONUT POWDR 1/7KG,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Sultanas or raisins,600.0,g,item_code,A-5 DIAMOND RAISIN 1/10KG,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Slivered almonds,500.0,g,item_code,A- SPIXA ALMONDS 1/1KG,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Pistachios,400.0,g,item_code,A- SPIXA PISTACHIO CLEAN 1/1KG,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Whole milk,12.0,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Heavy whipping cream,3.0,l,item_code,TAFGA MARAI COOKING CREAM 12/1LTR,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,White granulated sugar,2.2,kg,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Pure vanilla extract,60.0,ml,item_code,TFGA CUSTARD POWDER 24/450G,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Ground cinnamon,15.0,ml,item_code,NIAZ CINNAMON STICK 1/1KG,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Thick heavy cream,2.0,kg,item_code,TAFGA MARAI COOKING CREAM 12/1LTR,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Powdered sugar,150.0,g,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
omali KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\omali 100 pax.docx,Scald the Sweet Milk Mixture,3.0,pieces,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Fragrant Jasmine or Short-Grain White Rice,2.2,kg,item_code,AAA WHITE THAI RICE  1/40KG,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Water,4.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Fine sea salt,15.0,g,item_code,TAFGA REHAN SALT IODIZED 24/700G,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Full-fat coconut milk,6.0,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Whole milk,4.0,l,item_code,AL MARAI UHT MILF FF 12/1LTR,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,White granulated sugar,1.8,kg,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Pure vanilla extract,60.0,ml,item_code,TFGA CUSTARD POWDER 24/450G,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Ground cardamom or Cinnamon sticks,15.0,g,item_code,NIAZ CINNAMON STICK 1/1KG,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Cornstarch,80.0,g,contains,A-AL AMC CORN STARCH 1/25KG,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Toasted shredded coconut flakes,400.0,g,item_code,A-ADELCO COCONUT POWDR 1/7KG,Review fuzzy name match
Rice pudding KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Rice pudding.docx,Par-Cook the Rice,4.0,l,item_code,AAA WHITE THAI RICE  1/40KG,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,White bread slices,120.0,pieces,item_code,SLICED BREAD WHITE,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Ghee,2.5,kg,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Shahi Tukra KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Sweet\Shahi Tukra Recipe.100 pax.docx,Sugar,2.5,kg,item_code,AL OSRA SUGAR FINE 10/2KG,Review fuzzy name match
