recipe_name,source_file,source_ingredient,quantity,unit,match_status,matched_ingredient,action_required
Crispy Chicken Strips KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,Panko breadcrumbs,2.0,kg,item_code,SLICED BREAD WHITE,Review fuzzy name match
Crispy Chicken Strips KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,Salt,60.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Crispy Chicken Strips KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,Garlic powder,50.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Crispy Chicken Strips KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,Onion powder,50.0,g,item_code,DRY ONION (LOCAL),Review fuzzy name match
Crispy Chicken Strips KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Chicken\Crispy_Chicken_Strips_100_Pax.docx,Smoked paprika,35.0,g,item_code,A-AL MANAKEL PAPRIKA SWEET JAR  6/1KG,Review fuzzy name match
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Cooked fava beans,12.0,kg,item_code,A-TFGA LUNA FOUL MEDAMAS 24/400G,Review fuzzy name match
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Olive oil,1.5,l,item_code,TAFGA OLIVE OIL 12/500ML,Review fuzzy name match
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Garlic,300.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Lemon juice,1.5,l,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Tahini,1.0,kg,item_code,TAFGA LIQ TAHINA 12/1KG,Review fuzzy name match
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Salt,200.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Ground cumin,150.0,g,item_code,SHAN CUMIN POWDER 10/1KG,Review fuzzy name match
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Fresh parsley,1.0,kg,unmatched,,Confirm ingredient master item_code/id before production costing
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Green chili,200.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Arabic Foul Medames KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Arabic Foul Medames.100 pax.docx,Water,2.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Chickpeas,7.5,kg,item_code,A-TOMEX GREEN PEAS 4/2.5KG,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Onion,5.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Tomatoes,5.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Garlic,200.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Ginger,200.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Green Chili,100.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Yogurt,2.0,kg,item_code,ALMARAI LABNEH FF 1/2.75KG,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Cooking Oil,1.5,l,item_code,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Cumin Seeds,50.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Turmeric Powder,50.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Red Chili Powder,80.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Coriander Powder,120.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Garam Masala,50.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Salt,200.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Chickpeas Masala KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Chickpeas Masala.100 PAX.docx,Fresh Coriander Leaves,200.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,"Daal Lobia , soaked",10.0,kg,item_code,A-88 RED KIDNEY BEANS 1/15KG,Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,"Onion, finely chopped",5.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,"Tomato, chopped",4.0,kg,item_code,TOMATO (ADY),Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,"Green chilies, slit",200.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,Ginger-garlic paste,500.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,Vegetable oil,1.5,l,item_code,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,Cumin seeds,100.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,Turmeric powder,50.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,Coriander powder,150.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,Red chili powder,100.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,Garam masala powder,50.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
Daal Lobia KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Daal Lobia.100 PAX.docx,"Fresh coriander leaves, chopped",200.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Chana Dal,6.0,kg,item_code,A-MELOW INDIAN YELLOW SPLIT CHICK PEAS 1/15KG,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Onion,2.5,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Tomato,2.5,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Ginger-Garlic paste,400.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Green chili,200.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Cooking oil / ghee,1.5,l,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Cumin seeds,100.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Turmeric powder,80.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Red chili powder,120.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Coriander powder,200.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Garam masala,100.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Salt,250.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Fresh coriander leaves,500.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Water,18.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Dal Chana Fry (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Chana Fry.100 pax.docx,Lemon juice,200.0,ml,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Dal Makhni KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Makhni.100 pax.docx,Whole black lentils,4.5,kg,item_code,A-TAFGA MELLOW URID DAL 1/15KG,Review fuzzy name match
Dal Makhni KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Makhni.100 pax.docx,Red kidney beans,1.5,kg,item_code,A-88 RED KIDNEY BEANS 1/15KG,Review fuzzy name match
Dal Makhni KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Makhni.100 pax.docx,Water,25.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Dal Makhni KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Makhni.100 pax.docx,Butter,1.8,kg,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Split urad dal,6.0,kg,item_code,A-TAFGA MELLOW URID DAL 1/15KG,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Onion,2.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Tomatoes,2.5,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Ginger-garlic paste,400.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Green chili,200.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Cooking oil / ghee,2.0,l,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Cumin seeds,80.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Turmeric powder,60.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Red chili powder,120.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Coriander powder,150.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Garam masala,80.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Salt,250.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Fresh coriander leaves,500.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Dal Mash Fry KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Mash Fry.100 pax.docx,Water,18.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Red Lentils,7.0,kg,item_code,A-MELLOW PULSE RED LENTIL 1/15KG,Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Water,28.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Onion,3.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Tomatoes,4.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Green Chilies,250.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Ginger-Garlic Paste,500.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Turmeric Powder,120.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Red Chili Powder,150.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Coriander Powder,300.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Cumin Seeds,120.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Garam Masala,120.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
Dal Masoor (Dall 2) KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dal Masoor.100 pax.docx,Salt,400.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Dall Chana100 pax KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Chana100 pax .docx,"Dried Chana Dal , rinsed & soaked 2 hours",5.0,kg,item_code,A-MELOW INDIAN YELLOW SPLIT CHICK PEAS 1/15KG,Review fuzzy name match
Dall Chana100 pax KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Chana100 pax .docx,Water,16.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Dall Chana100 pax KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Chana100 pax .docx,Pure Ghee or Mustard Oil,500.0,g,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Dall Chana100 pax KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Chana100 pax .docx,"Yellow Onions, finely sliced",3.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Dall Chana100 pax KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Chana100 pax .docx,Fresh Ginger Paste,250.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Dall Chana100 pax KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Chana100 pax .docx,Fresh Garlic Paste,200.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Dall Chana100 pax KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Chana100 pax .docx,"Fresh Tomatoes, finely chopped",2.0,kg,item_code,TOMATO (ADY),Review fuzzy name match
Dall Makhni Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Makhni Mix 100 pax .docx,"Red Kidney Beans , rinsed & soaked 12 hours",1.0,kg,item_code,A-88 RED KIDNEY BEANS 1/15KG,Review fuzzy name match
Dall Makhni Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Makhni Mix 100 pax .docx,Water,22.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Dall Makhni Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Makhni Mix 100 pax .docx,Unsalted White Butter or Ghee,800.0,g,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Dall Makhni Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Makhni Mix 100 pax .docx,Fresh Heavy Dairy Cream,600.0,ml,item_code,TAFGA MARAI COOKING CREAM 12/1LTR,Review fuzzy name match
Dall Makhni Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Makhni Mix 100 pax .docx,Fresh Ginger-Garlic Paste,300.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Dall Makhni Mix KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Makhni Mix 100 pax .docx,Pureed Fresh Tomatoes or Canned Tomato Puree,1.5,l,item_code,A-TAFGA GOODY WHOLE PEELED TOMATO 6/#10,Review fuzzy name match
Dall Mash KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mash 100 pax .docx,,,,no_ingredients_parsed,,Enter recipe ingredient lines manually or revise source document format
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Dall Mongo,15.0,kg,item_code,A-TAFGA MELLOW DAL MOONG WHL 1/15KG,Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Onions,5.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Tomatoes,5.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Garlic,500.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Green chilies,300.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Ginger,250.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Vegetable oil / Ghee,2.5,l,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Cumin seeds,100.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Coriander powder,200.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Turmeric powder,50.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Red chili powder,100.0,g,item_code,SHAN RED CHILLI POWDER 10/1KG,Review fuzzy name match
Dall Mongo KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Dall\Dall Mongo Recipe. 100 pax.docx,Garam masala,50.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
